elo,A_Nc3,C_bw100_Nc3,A_d3,C_bw100_d3,A_Ng5,C_bw100_Ng5,A_O-O,C_bw100_O-O
1035.0,0.034589150635837805,0.03435031028299273,0.03072105740377641,0.03084421128985318,0.034589150635837805,0.03435031028299273,0.007960598688634303,0.008142385023332817
1040.0,0.0345891506358378,0.034326167693441656,0.030721057403776425,0.030856651798730938,0.034589150635837805,0.034326167693441656,0.007960598688634302,0.008160777746534731
1045.0,0.03458915063583781,0.03429969304392197,0.030721057403776418,0.030870292194796395,0.03458915063583781,0.03429969304392197,0.007960598688634303,0.00818095093308808
1050.0,0.0345891506358378,0.03427068385473915,0.030721057403776425,0.03088523625145816,0.0345891506358378,0.03427068385473915,0.007960598688634303,0.00820306002763239
1055.0,0.03458915063583781,0.03423892482525083,0.030721057403776418,0.0309015942157897,0.034589150635837805,0.03423892482525083,0.007960598688634303,0.008227270522761445
1060.0,0.034589150635837805,0.034204188044172905,0.030721057403776415,0.03091948267270007,0.03458915063583779,0.034204188044172905,0.007960598688634302,0.008253757856785846
1065.0,0.03458915063583781,0.03416623347035346,0.030721057403776415,0.030939024264722375,0.03458915063583781,0.03416623347035346,0.0079605986886343,0.008282707116034113
1070.0,0.03458915063583781,0.034124809739820204,0.030721057403776415,0.030960347237911915,0.03458915063583781,0.034124809739820204,0.0079605986886343,0.008314312500768022
1075.0,0.03458915063583781,0.03407965535975977,0.030721057403776418,0.03098358478177999,0.034589150635837805,0.03407965535975977,0.007960598688634302,0.008348776510231878
1080.0,0.03458915063583781,0.03403050035376022,0.030721057403776415,0.03100887412923971,0.034589150635837805,0.03403050035376022,0.007960598688634303,0.008386308799678433
1085.0,0.03458915063583781,0.03397706842449173,0.030721057403776418,0.031036355381548548,0.03458915063583782,0.03397706842449173,0.007960598688634302,0.008427124660900818
1090.0,0.034589150635837805,0.03391907969923036,0.030721057403776418,0.0310661700236092,0.03458915063583781,0.03391907969923036,0.0079605986886343,0.008471443078431845
1095.0,0.03458915063583781,0.033856254119341546,0.030721057403776415,0.031098459097210016,0.034589150635837805,0.033856254119341546,0.007960598688634302,0.008519484316821108
1100.0,0.03458915063583782,0.03378831552604376,0.030721057403776425,0.031133361004369007,0.034589150635837805,0.03378831552604376,0.007960598688634302,0.008571467001003214
1105.0,0.03458915063583781,0.03371499648044171,0.030721057403776418,0.03117100892042768,0.03458915063583782,0.03371499648044171,0.0079605986886343,0.008627604662487454
1110.0,0.03458915063583782,0.03363604383498814,0.030721057403776415,0.031211527807430518,0.034589150635837805,0.03363604383498814,0.007960598688634303,0.008688101739648115
1115.0,0.03458915063583781,0.03355122504541876,0.03072105740377641,0.0312550310330347,0.034589150635837826,0.03355122504541876,0.007960598688634303,0.008753149041357365
1120.0,0.034589150635837805,0.03346033517636064,0.030721057403776418,0.03130161661895542,0.034589150635837805,0.03346033517636064,0.007960598688634302,0.008822918709908057
1125.0,0.03458915063583781,0.03336320451033245,0.030721057403776415,0.031351363165719445,0.034589150635837805,0.03336320451033245,0.007960598688634305,0.0088975587515531
1130.0,0.034589150635837805,0.03325970661956227,0.030721057403776415,0.031404325526840644,0.034589150635837805,0.03325970661956227,0.0079605986886343,0.008977187240424152
1135.0,0.03458915063583781,0.03314976670471302,0.030721057403776418,0.03146053033451952,0.03458915063583781,0.03314976670471302,0.007960598688634305,0.009061886342768116
